   -2.572  -1.275  -1.173   2.861  -0.195   1.025   2.191   0.727
   -2.153  -2.153  -1.921   2.597   0.471   1.451   2.302   1.052
   -2.796  -2.463  -1.021   3.387  -0.879   1.156   1.856   1.027
   -2.139  -1.953  -0.897   3.125  -0.695   0.849   2.092   1.756
   -2.663  -1.960  -0.827   2.222  -0.428   0.708   1.987   0.951
   -2.342  -2.696  -1.073   2.464  -0.391   0.788   1.405   0.274
   -1.962  -2.129  -0.375   4.293  -1.042   0.754   1.385   1.138
    0.662   0.364  -2.449   0.793   2.681   2.578   3.945   2.267
    1.136   1.020   0.191  -0.666   2.209   2.190   2.669   1.690
    1.215   0.866   0.146   0.163   3.039   2.178   1.453   2.424
    0.488  -0.982   0.094  -0.398   3.780   1.483   0.803   3.069
    1.637   0.283   0.793  -1.186   1.676   2.606   4.221   0.929
    0.886  -0.434  -1.509  -0.704   3.191   0.396   1.172   1.675
   -0.256  -1.249  -1.439  -0.813   1.576   2.321   3.417   3.252
    1.238   0.548   0.435   0.888   3.283   1.647   2.651   1.432
    0.389  -0.173  -1.621  -0.101   3.354   1.253   2.309   0.748
    0.636   1.227   0.424  -0.934   2.125   2.180   0.631   2.153
    0.369  -0.297  -0.509   0.003   4.039   0.745   1.567   0.426
   -0.986  -0.140  -1.112   0.887   2.951   0.888   1.042   3.617
    0.309  -0.808   0.458  -1.229   1.955   4.622   1.440   3.280
    0.460   0.211  -0.822  -0.880   2.845   3.293  -0.469   2.221
   -0.360  -2.088  -0.088  -1.239   1.138   4.580   1.153   4.493
   -1.732  -1.550  -0.177  -1.078   1.424   4.185   0.509   2.748
   -2.070  -2.910  -2.012   0.741  -0.226   0.661   2.446   0.507
   -0.497  -2.343  -2.782  -1.114   0.814   0.098   2.733  -0.521
   -2.133  -3.733  -1.652   0.387  -0.161   0.944   2.153   0.425
   -0.811  -1.988  -1.941  -1.447  -0.051   2.433   1.109   1.295
   -2.308  -2.838  -2.239   1.011  -0.763   0.728   1.870   0.844
   -1.257  -2.918  -2.409  -0.039  -0.173   4.522   0.421  -0.140
   -3.074  -3.168  -0.563   0.573   0.100   2.483   2.532   0.510
   -1.114  -1.303  -2.702   0.575  -0.111   0.390   1.703   0.191
   -1.526  -1.185  -2.134  -1.099  -0.428   1.770   1.446   1.560
   -0.710  -1.702  -2.773  -1.857   1.881   1.268   3.166   0.869
   -1.827  -1.041  -2.671  -0.428  -0.219   1.240   2.045   0.378
   -1.196  -3.213  -2.851   0.888  -0.337   0.401   0.867   0.598
   -2.014  -1.604  -1.822  -0.485  -0.293   2.338   2.091   3.095
   -0.707  -2.105  -2.760  -0.932  -0.013  -0.094   2.150  -0.545
   -0.722  -2.890  -2.533  -1.349   1.315  -0.422   2.511   0.179
   -2.069  -0.826  -0.628  -1.163  -0.278   0.123   1.518   1.606
    2.464   0.358   1.312   0.837  -0.044   0.606   2.856   0.424
    4.393  -2.716  -1.195   1.961  -0.542   0.217   0.414   1.196
    4.639  -3.070  -1.158   2.172  -0.134   1.891   2.929  -0.429
    4.075  -2.155  -1.709   2.120   0.375   0.660   0.635   0.377
    4.431  -2.015  -1.812   1.641  -0.147   0.170   0.325   0.392
    3.809  -1.536  -1.153   1.665  -0.794  -0.312   1.363   0.839
    2.016  -0.464  -0.639  -0.727   1.929  -0.543   0.295   0.267
    2.585  -1.006   0.343   1.313   1.417   5.509  -0.055  -0.579
    3.404  -1.543  -0.827   1.452  -0.505  -0.559   2.561   0.280
    3.185  -1.386  -0.776   2.202   0.214   4.739  -0.710   0.844
    2.990   0.273  -0.851   0.999   0.599   3.562  -0.639  -0.036
    2.870  -0.111  -1.980   0.995   1.320  -0.270   1.207   1.056
    4.474  -1.553  -2.117   0.806   1.656   0.486   1.589   0.958
    3.485  -2.298  -2.082   0.348  -0.243   0.385   1.213   0.539
    4.526  -0.220  -1.857   1.401   2.156   1.481   0.110   0.140
    2.487  -1.777  -1.616  -1.000   0.057   0.946   2.196   1.422
    2.301  -0.126  -1.490   0.113   2.165  -0.903   1.961   1.450
   -0.507  -1.315  -1.599  -0.439   2.019   1.264   2.596   3.962
    1.816  -0.834  -3.322   0.173   3.695   1.048   2.225   0.534
    1.007   0.094  -1.468   0.952   2.536  -1.413   1.355   1.748
    0.008  -0.122  -3.328   0.030   1.440   0.816   3.130   1.928
    1.195   0.590  -1.452   1.528   2.143  -0.258   1.660   3.408
   -0.381   0.881  -2.005   1.760   3.146   1.469   2.595   1.286
   -0.310  -0.058  -0.545  -1.507   1.586   2.264   3.635   2.321
    0.332   0.753   0.874  -0.345   0.790   2.718   3.860   2.654
    0.094  -0.163  -1.933  -1.107   1.094   0.636   2.453   2.329
   -0.583  -0.690  -1.326   1.565   2.844   0.453   0.920   2.403
   -0.325  -1.040  -2.730  -0.362   2.191   1.455   1.546   3.165
    0.299   0.790  -1.572  -0.689   0.401   0.604   1.321   2.786
    0.636   0.779  -0.803  -0.414   1.641   3.221  -0.333   3.917
    1.420   0.043  -1.501   0.540   0.930   0.155   1.155   3.489
   -0.127  -0.234  -1.442  -0.030   0.069   0.677   3.935   3.400
   -0.922  -0.170  -0.522   2.486  -0.938  -0.929   2.379   0.341
    1.312  -3.028  -2.857  -1.410   0.410   1.841   1.930   1.323
    1.389  -3.554  -0.564  -0.788  -0.930   1.448   2.115   2.810
   -0.635  -0.452  -3.061  -0.129   0.596   2.397   4.201  -1.463
    1.992  -2.671  -3.431  -0.437   1.819   2.213   3.383   1.603
    0.928  -2.608  -2.213   0.960   2.426   0.676   3.971  -0.014
   -0.262  -2.084  -1.745  -1.014   1.023   3.404   5.097   1.458
   -1.770  -2.108  -2.093   2.520   0.365   1.659   4.275  -0.049
    1.305  -2.370   0.242   0.378   0.629   2.276   4.833   1.571
    0.201  -2.856  -2.312  -1.119   1.625   2.056   1.942   2.557
    0.253  -0.242  -0.435   0.462   1.112   0.271   3.307   2.100
    1.926  -2.847   0.165   0.960   2.888  -0.263   0.944   0.414
    1.061  -1.496  -1.719  -0.178   0.856   0.604   2.925   3.016
   -1.293  -2.838  -2.269   0.547  -0.614   2.619   4.336   2.898
   -1.523  -2.104  -2.010   0.483   1.231   0.361   1.788   1.049
    1.367  -0.532  -2.137  -0.844   1.494   0.377   3.130   1.755
    1.876  -1.347  -1.482  -1.961   1.079   0.973   1.072   1.417
    0.829  -2.854  -3.003  -0.703   1.980   2.403   0.402   2.256
    1.623   0.899  -1.007   0.055   1.452   1.928   3.156  -2.044
    2.109  -0.708  -2.004  -0.249  -0.659   1.382   3.084   1.349
    3.286  -1.565  -1.665  -1.014   1.023   0.958   1.917   0.451
    2.532  -1.457  -2.574  -0.291   0.635   3.433   1.242   2.407
    1.536  -2.435  -3.757  -0.715   0.127   3.269   3.248   0.475
    2.214  -2.047  -2.060  -0.864   0.514   0.327   2.182   0.510
    2.391   0.193  -3.125  -0.081   0.234   0.252   1.612   0.564
    1.859   0.022  -1.921   0.257  -0.992   3.121  -0.706   1.181
    0.762   0.141  -3.129  -1.065   1.771   5.273  -0.224  -1.183
    1.889  -2.407  -0.900  -1.096   2.081   5.177   2.080   2.082
    1.340  -0.920  -1.627  -2.110   1.260   2.898  -0.592   1.203
    2.052  -2.007  -2.414   0.054   0.189   1.665  -2.166  -0.577
    1.065  -0.118  -2.063  -1.412   1.150   1.253  -0.951   0.225
    0.494   0.396  -1.411  -1.166  -0.063   2.363  -1.745   1.957
    1.341  -1.529  -1.683  -1.320   2.050   0.119   2.052   2.090
    1.000  -0.486  -0.180   0.962  -0.314  -0.423   2.626   1.110
   -1.294  -0.530   0.089   0.895  -2.116   2.600   3.316   1.878
   -0.671   0.044   0.530  -1.576   0.001   3.127   1.030   1.925
   -0.997  -0.554  -0.939   0.765  -0.176  -0.809   2.251   0.320
   -0.650  -1.019   1.643   1.480   0.569   0.884   1.342  -0.012
   -0.312  -0.831   2.052   0.354   0.050   1.744   3.606   2.022
    1.728  -1.444   0.119   0.142  -0.874  -0.338   3.935   2.367
   -1.929  -0.712   0.466   0.290   0.019   0.877   2.531   0.110
    0.062  -0.829   0.772  -0.432   1.578  -0.772   2.939   1.085
   -0.719  -2.801   0.966  -2.423  -0.950   0.612   1.333   1.569
   -1.190   1.196   0.470   0.257  -0.832   2.614   2.926   1.487
   -1.484  -1.507   0.492  -0.751  -0.494   4.762   1.261   2.517
   -1.027  -2.926  -0.687   1.399   0.854  -0.865   1.287   2.320
   -0.498  -1.443   0.421  -0.886   0.001   4.637   2.059   3.244
   -2.001  -0.619  -0.139   2.179  -0.622   2.522   1.199   3.397
   -0.107  -1.535  -2.481  -1.420   1.485   3.203   4.935  -0.974
    1.960  -3.450  -3.641   0.470  -0.225   0.386   1.678   2.454
    0.627  -3.730  -1.748  -1.651   0.741   0.992   1.864   1.300
    0.186  -3.573  -3.261  -0.820   0.855   0.658   2.754   0.589
    0.671  -1.212  -3.708  -0.336   1.858   5.191  -0.086  -1.457
   -1.698  -3.533  -2.747  -0.177   0.408   1.206   1.517   0.166
    0.050  -3.258  -3.989  -0.175   1.832   2.834   2.138  -2.036
   -1.114  -3.832  -3.035  -1.049   0.258   5.066  -0.802  -0.037
    0.991  -2.582  -4.354  -0.411   1.196   0.978   2.782   2.567
    0.934  -3.262  -2.592  -0.505   1.259   0.415   2.504   0.209
    1.640  -3.245  -3.793  -0.158  -0.144   0.691   3.470   0.410
   -0.464  -3.255  -4.007  -1.798   2.073   0.939   2.664   2.002
    0.371  -2.720  -4.650  -1.672   0.207   0.376   3.413   0.835
    0.753  -3.208  -3.546  -0.724   1.042   0.048   1.967   0.356
    0.423  -3.074  -3.484  -1.012   0.558  -0.079   2.404   0.140
   -0.353  -3.345  -4.178  -1.104   0.225  -0.117   2.278  -0.300
   -2.256  -2.389  -0.809   0.799  -0.364   0.572   0.668  -0.129
   -2.371  -1.940  -1.783   3.600  -0.181   0.490   0.759   0.022
   -2.073  -3.331  -1.363   1.688   0.465   0.423   2.034  -0.306
   -0.556  -2.200  -1.045   3.190   0.328   0.040   2.486   2.073
   -2.746  -2.213  -1.316   0.812  -0.656   1.356   1.694   0.250
   -1.939  -2.697  -1.082   0.022  -1.050   1.847   1.589   1.070
   -2.617  -1.912  -1.594   0.323   0.303   1.915   1.941   0.207
   -2.149  -2.788  -0.963   1.490  -0.133  -0.142   1.882   0.532
   -2.087  -3.884  -1.893   3.080  -0.633   1.502   1.712   0.857
   -2.602  -3.084  -1.106   1.240  -0.404   0.839   0.982   0.480
   -2.192  -3.463  -0.777   2.834  -0.222   0.993   1.612  -0.539
   -2.484  -1.811  -1.382   0.538  -0.575   0.905   2.951   0.993
   -2.718  -3.157  -0.692   2.448   0.116   0.816   1.401   0.324
   -1.943  -3.136  -1.953   2.011  -0.793   0.864   2.227   0.438
   -2.032  -2.833  -1.939   1.126   0.089   0.551   2.066  -0.124
   -3.124  -2.723  -1.258   2.604  -0.776   2.071   1.663  -0.155
    0.294   0.946  -0.376   1.777  -2.797   5.011   3.396   2.475
    1.350   0.990  -1.175   1.912  -2.343   3.967   1.628   2.917
    1.894   1.593   1.074   0.846  -1.127   3.314   3.062   0.650
    1.313  -1.040  -2.609   0.586  -2.617   0.510   0.957   1.991
    1.535   1.513  -2.272   1.546  -2.135   1.499   1.824   1.930
    1.162   0.266  -0.745   1.261  -2.556   3.457  -1.306   1.179
    0.661   2.821  -1.338   0.917  -0.012   4.583  -0.512   0.483
    0.702   2.034  -1.256   1.352  -1.736   4.762   0.188  -1.657
   -1.522  -2.760  -2.307   3.811  -1.043   0.598   0.496   2.026
   -1.320   2.465  -0.658   1.487  -0.114   3.344   1.253   0.963
    1.544   3.272  -2.139   1.448  -0.583   2.685  -0.983  -1.647
   -0.056   2.013   0.012   0.038  -1.932   4.581   0.735   1.915
    0.499   0.878  -2.194   0.681  -2.998   4.226  -1.180   0.400
   -1.513  -0.624  -0.102  -0.860  -1.957   4.975   1.271   2.387
   -0.358  -0.181   0.138  -0.046  -2.805   5.271   0.134   1.737
    2.242  -0.705   0.267   1.497  -1.542   6.991   2.886   1.969
    1.182  -2.266  -3.039   2.120  -1.973   3.768  -0.053   1.640
    3.525  -4.720  -1.794   1.520  -1.008   3.757   2.778   1.734
    3.041  -2.614  -2.205   1.700  -0.600   5.584   2.843   1.687
    1.923  -3.616  -2.721   0.453  -0.162   1.502   2.651   0.481
    3.372  -2.631  -1.612   0.322  -0.227   4.104   3.441   2.940
    3.052  -2.942  -0.279   1.472  -1.423   4.531   1.081   3.037
    2.143  -2.825  -1.988  -0.770  -0.489   5.383   0.780  -0.285
    2.261  -2.511  -2.717   2.979  -1.858   1.874  -0.143   1.661
    3.520  -2.615  -1.735   2.599  -0.124   1.677   0.589   2.124
    3.606  -3.315  -1.250   2.781   0.312   3.619  -0.209   4.069
   -1.433  -2.348  -1.689   5.101  -1.194   2.225  -0.230  -1.269
   -1.422  -1.947  -3.542   1.500  -0.645   1.219   2.446   0.680
    1.626  -3.587  -2.975   3.414   0.628   6.305  -0.543   1.071
    2.006  -3.272  -1.685   2.569  -1.753   5.047   1.085   2.197
   -1.366  -1.632  -1.679   1.327  -0.296   4.577  -2.044   1.734
   -1.505  -1.327  -1.044   2.436  -2.544   2.688   2.609   1.535
   -0.380   1.645  -0.511   0.506  -1.009   5.449  -0.339   0.012
    1.482   1.313  -0.445  -0.204  -2.399   2.623   2.833   2.923
    0.008   1.370   0.980  -1.257  -2.228   2.603   0.432   0.807
   -1.163   0.870  -0.435  -0.176  -2.903   4.366   0.873   0.818
    1.182   1.780  -0.147   1.539  -2.954   5.432   1.641   1.579
   -0.437  -0.624   0.283  -0.791  -1.100   2.644  -1.024   1.944
    2.381   0.785  -0.648  -0.829  -3.309   4.760   2.800   0.729
    1.223   0.598   0.185   0.401  -3.112   4.267   2.627   1.717
   -0.825   0.624  -0.372   0.079  -2.188   4.689   0.177   1.664
    1.416   0.459  -1.436  -1.276  -2.324   4.185   3.187   1.580
    1.363   2.228  -1.669   1.053  -2.827   2.164   0.519   1.390
   -0.744  -2.371  -1.899  -1.096  -1.320   1.839   1.037   2.411
    0.334   2.941  -2.462  -0.233  -2.518   0.647   0.162  -0.041
    1.144  -0.428   0.895   2.009  -2.369   6.579  -0.605  -1.406
   -1.340   2.287  -2.691  -0.454  -2.429   5.250   0.525   0.877
    0.738   0.284   0.889   0.782  -2.621   7.206   1.488  -0.749
    2.333  -2.617  -3.418  -2.479   0.435   3.532   3.310   0.928
    0.193  -0.133  -3.076   1.966   1.429   5.388  -0.606  -0.650
