   -2.757  -1.594   1.052   0.768   1.343   1.711   1.795   0.809
    2.001  -0.754   1.405  -1.382  -1.384   0.976  -0.067   1.972
    0.261  -0.508  -2.962  -0.608   0.009  -0.191   2.720  -1.224
    0.382  -0.027  -0.148  -1.899  -1.948   1.862   0.968   0.986
    0.288   2.013  -1.102  -1.285   0.344  -0.009   2.696  -0.174
    0.411   0.774  -0.159  -0.702   0.549  -0.190   1.475  -0.160
   -0.216   3.113  -0.658   0.221   1.368   2.023   2.831   1.723
    0.865  -1.546  -1.107  -1.305   1.267  -0.621   1.348  -0.359
    0.459  -0.777  -1.395  -1.371   0.050  -0.356   1.544  -0.982
   -0.582  -2.410   0.381  -1.065   0.047  -0.442   2.267  -0.415
    2.318  -0.631  -2.065  -0.186  -0.817  -0.120   1.397  -0.633
    1.563  -0.737   2.421  -1.209   0.518   3.401  -0.339   0.903
   -1.078  -0.305  -1.117  -1.705  -0.589   0.229   2.062  -1.835
    0.678   0.382   0.548  -0.755  -1.356  -0.478   1.574  -0.019
   -0.211   1.464   0.010   1.159   0.074   0.064   0.888   0.869
    0.393   1.522  -0.163  -0.319  -0.703   0.397   1.571   0.047
   -0.960  -3.138  -2.114  -1.250   0.137   1.169   1.165   0.327
   -0.334  -2.202  -2.496  -0.790   0.683   0.345   2.287  -0.777
   -0.107  -0.695  -1.449  -1.731   0.503   0.594   2.244  -1.735
   -2.244  -3.196  -2.508  -0.729  -0.238   1.884   1.707   0.389
   -1.961  -2.853  -2.588  -1.051  -0.102   1.925   2.067   0.409
   -2.281  -2.692  -2.591  -0.212   0.266   0.834   1.336   0.140
    0.839  -2.904   0.939  -1.041  -0.347   0.874   1.102  -1.773
   -2.693  -3.402  -2.413  -0.609   0.659   1.164   1.380   0.446
   -0.493  -2.501  -2.329  -1.864   0.551   0.420   1.955   0.036
   -1.964  -3.153  -2.216   0.004  -0.532   3.495   1.282   1.168
    0.684  -2.022   0.105   0.198   0.454  -0.006   2.753  -2.077
    0.132  -1.847  -0.814  -1.476  -0.533  -0.070   1.694  -2.176
   -2.787  -2.849  -0.725  -0.341  -0.425   3.364   0.888   1.228
   -1.722  -3.339   1.152  -0.446  -0.987   4.146   0.202   3.018
   -2.073  -3.340   0.115  -1.731  -0.710   3.121   0.504   0.982
   -1.651  -3.188  -0.091  -1.484  -0.634   5.109   0.325   1.526
   -0.872  -0.098   0.266  -0.861   1.249  -0.107   1.457   0.001
   -0.596   2.684  -0.401   2.421   2.380   0.620   0.986   0.012
    0.476   0.895   0.418  -0.676   1.205   0.051   1.889   0.713
    0.430   0.694   0.227  -1.250   0.815   0.633   3.079   1.508
    1.495   0.013   1.445  -0.735   0.577   0.107   1.436   0.165
    0.556   1.042   2.073   0.159   0.305   0.610   0.564   0.872
    0.597   0.892   1.959   1.377   0.557   1.715   0.703   3.341
    0.903   2.388   1.466   2.715   1.637   1.047   1.278   0.488
    1.200   1.852   1.830   0.836   0.799   2.075   1.742   2.976
    0.885   0.500   1.932  -0.504   1.688   1.678   2.833   2.321
    0.303   1.991   1.664   0.864   1.959   2.072   2.004   1.713
    0.749   0.952   2.451   0.339   1.405   3.195   2.940   2.694
    0.190   1.448   2.467   0.060  -0.015   3.622   1.071   2.308
    1.299   1.956   1.357   1.128   0.547   0.358   0.662   1.782
   -0.146   0.296   1.859  -1.668   1.100   3.557   1.290   2.021
    0.333   1.669   1.065   0.740   0.895   1.046   1.146   2.171
   -0.270   1.205   0.575  -0.580   0.259   0.568   3.042  -0.459
   -1.389  -3.660  -0.595  -1.012   0.489   1.495   2.276   1.602
   -1.047   0.944   0.338  -1.007   1.157  -0.226   1.229   1.320
   -0.658   0.101   0.264   1.192   0.078  -0.458   1.600   1.147
   -1.597  -0.333   0.535  -0.264  -1.229   2.480   3.783   1.565
   -0.934  -0.290  -1.592  -0.410   0.258   1.190   3.100  -1.838
    0.048   0.925  -1.181  -0.636  -1.194   4.838  -0.893   1.194
   -1.257  -1.071   0.663  -0.878  -0.651   0.096   2.479   1.272
   -2.462  -1.269  -0.613   1.063  -0.914   0.517   1.917   0.568
   -2.171  -2.476   0.323   0.035   0.382   0.549   2.120   0.655
   -1.052  -1.538  -0.845  -1.503   0.542   0.079   2.249   0.071
   -1.034  -0.310  -0.305  -2.141   0.989   0.283   1.304   0.726
   -2.116  -0.316   0.993  -1.253  -0.047   4.170   0.838   2.434
   -2.570  -1.213   0.569  -0.077  -0.442   4.420   0.779   1.478
   -2.255  -0.283   0.830  -1.127   0.245   3.749   1.336   2.402
   -2.598  -2.908   0.044  -0.500  -0.755   3.628   0.779   1.496
   -0.705   2.266   1.229   1.219   0.328   4.651  -0.219  -0.006
    1.489   1.246   1.883  -0.222   0.874   1.629   0.960   1.268
    1.999   1.354   1.017  -0.304   0.217   3.839   0.017   0.139
    0.979   1.311   1.908   0.123   1.258   0.869   1.271   1.185
   -0.674   1.022   0.084   0.542   1.077   5.570  -0.256   0.545
    0.637   1.529   1.599   0.356   0.814   1.056   1.012   2.274
    0.913   1.035   1.390   0.030   0.636   0.295   1.516   1.167
    1.322   1.372   2.027   0.588   0.318   1.095   1.585   1.977
    0.234   1.246  -0.137   1.331  -1.413   3.416  -1.544   1.666
   -0.420   1.692   1.204  -0.154   0.409   3.725  -0.450   1.402
    2.536   1.123   1.439   1.004  -0.011   1.703   0.786   2.063
    1.993   1.741   0.471   0.723  -0.099   1.928   0.228   2.264
   -0.297   1.678   1.168   0.236  -0.685   2.800  -0.722  -0.517
    1.171   1.392   1.845   1.544   1.217   0.592   1.315   0.365
    1.283   1.759   0.722   0.280   0.476   0.200   0.942   0.896
   -0.486   1.064   0.234   0.083  -0.358   1.005   0.756   0.399
   -2.268  -3.631  -1.582   2.678  -0.634   3.014   0.629   1.648
   -2.128  -3.697  -1.778   4.429   0.274   1.908   0.782   0.063
   -1.955  -2.582  -1.754   3.928   0.016   1.092   2.311   0.544
   -2.633  -3.224  -1.654   3.974  -0.175   1.970   1.532   0.724
   -1.511  -1.678  -0.469   4.593  -1.926   1.576   0.349   1.334
   -1.999  -1.998  -0.426   4.883   0.940   3.932  -0.371  -0.237
   -2.113  -2.249  -0.266   4.102   1.328   3.729   0.488   0.873
   -1.567  -2.922  -1.297   4.915   0.586   1.729   0.952  -0.563
   -2.177  -2.914  -1.618   4.007  -0.279   1.567   1.969   0.964
   -1.513  -2.592  -1.200   4.840  -0.079   1.600   1.109   2.497
   -2.299  -3.631  -1.583   4.170  -0.344   1.352   1.257   0.870
   -2.284  -3.400  -1.333   4.229  -0.392   1.916   0.738   0.269
   -2.925  -3.878  -0.869   3.472   0.327   2.172   1.550   1.085
   -2.811  -3.846  -1.410   2.769  -0.344   2.904   1.378   1.046
   -2.010  -3.537  -0.505   3.775  -1.437   3.078   0.842   2.125
   -2.861  -4.053  -1.255   3.458  -0.613   2.058   1.095   1.039
    0.860   1.044   1.234   2.443  -2.151   3.459   3.353   1.659
   -0.559   0.171   0.526   2.701  -0.807   5.295   0.245   0.875
    1.337   0.091  -1.837   2.386  -2.520   3.996   4.344   2.043
    1.487   1.372   0.753   2.086  -1.355   0.163   0.441   1.074
    0.514  -0.057   0.527   3.845   0.090   3.397   3.394   1.826
    3.402   0.346  -0.845   1.372   0.480   4.403   3.399   2.707
    0.381   0.242   0.762   2.469  -1.840   4.474   3.762  -0.115
   -0.399  -1.056   0.321   3.854  -0.795   4.318   2.142   2.992
    1.488   0.246  -1.020   2.489  -2.247   4.371   4.559   1.548
    1.898  -0.356  -0.975   2.656   0.600   5.007   5.609   0.558
    0.037  -0.113   0.171   3.647  -1.138   5.875   1.583  -0.985
    0.782   0.086  -0.062   2.564  -1.058  -0.211   1.164   2.124
    1.323  -0.609   1.771  -0.839  -3.723   3.435   1.403   2.085
   -1.542  -0.763  -0.407   2.237  -2.501   2.722   1.805   2.812
    0.675   0.843  -0.865   3.511  -1.765   3.921   2.608   4.309
    2.605  -0.695  -0.350   1.683  -4.104   0.282   0.867   1.691
   -2.623  -2.593  -0.699  -1.164   0.881   1.501   3.024   1.158
    0.233   0.627   2.088   0.001  -0.701   3.575   3.870   1.145
   -1.893   0.884  -1.118  -0.700  -2.306   2.004   2.198   0.187
    0.939   0.851   1.520   0.170  -2.131   3.812   1.278  -1.107
   -0.605  -0.729   0.539   0.049   0.818   1.926   4.554   0.071
   -0.270   0.751   0.745   1.556  -1.463   2.880   4.985   0.912
   -0.303   0.410   0.508  -0.673  -0.164   1.991   4.895   0.582
   -0.638  -0.195   1.328  -0.616  -1.379   2.110   4.014   0.452
   -1.393  -1.624   0.036  -0.461   0.260   0.215   3.176  -0.141
    0.145   0.943   0.909  -0.122  -0.855   1.207   4.435   0.611
    0.788   0.203   0.943  -1.373  -1.280   2.934   3.880  -1.288
    0.355   1.259   1.873   0.957   0.007   2.038   3.805   1.578
    0.575  -0.418   1.255   0.421   1.204   3.210   5.385  -2.201
    2.231   0.413  -0.487  -1.085   0.989   4.962   3.694   1.449
    1.095   1.574   0.374   0.933  -0.421   3.645   4.370  -0.996
   -1.599  -0.396  -0.083   1.341   0.992   3.485   5.085  -0.186
    2.958  -1.686   2.779  -1.153  -0.005   1.819   1.187  -0.280
    2.886  -2.492   3.162   0.145   1.130   1.851   0.612  -1.168
    2.696  -2.886   1.827  -1.315  -0.241   3.000   1.070   0.639
    2.034  -2.923   2.273  -1.167  -0.645   0.770   1.266  -0.339
    2.111  -2.740   2.759  -1.147  -0.684   3.391   3.195  -1.200
    2.631  -2.638   1.466  -1.361   0.291   4.731   1.372  -0.295
    2.144  -1.248   2.824  -0.154   1.694   0.828   1.384  -0.387
    2.716  -2.169   0.607  -1.267  -0.574  -0.377   1.509  -1.357
    2.638  -2.834   2.922   0.574  -0.439   0.886   1.009  -1.400
    3.633  -1.686   2.573  -0.264   0.288   1.185   2.305  -1.072
    3.431  -2.385   1.320  -1.468   0.837   2.225   1.897   0.772
    4.274  -2.315   0.262  -0.425  -0.162   0.805   1.825  -0.597
    2.370  -3.066   1.894  -1.688  -0.460   5.583   1.386   0.183
    1.719  -2.643   2.223  -1.482  -0.848   5.198   0.389   0.267
    1.699  -2.674   2.240  -2.065  -1.234   4.946   1.110   0.064
    0.202  -3.657   2.541  -0.937  -1.714   5.303  -0.404  -0.158
    2.224  -0.530   1.515  -1.185  -0.588   2.489   1.784   2.721
    1.183   0.786  -0.595  -1.544   0.309   1.079  -0.161  -1.360
   -0.358  -1.224  -2.224   2.693   3.694   1.129   2.417  -0.549
    2.967  -2.846  -1.616  -0.564   1.229   3.753  -0.900  -1.763
    0.572  -2.091  -0.647  -1.812  -0.387   4.563  -0.685   0.216
    0.457  -1.006  -3.194   2.425   3.847   1.346   1.499  -0.527
   -1.454  -2.920  -2.016   0.005   2.422   1.614   0.628   1.409
    2.169  -2.174  -1.537  -2.048   1.202   4.806  -0.290   0.264
    0.855   0.240   0.768  -0.918   0.040   5.480  -0.481  -2.403
    1.440   1.176  -0.592  -1.804   0.877   2.490   4.017  -0.174
    1.890  -3.142  -1.712  -1.155   0.902   0.565   1.637  -0.432
    0.108   0.681   0.623  -1.386   0.004   3.941  -1.408   0.714
    0.724   1.250  -0.573  -0.874  -0.026   4.783  -0.911  -0.663
    1.954  -1.048  -1.698  -2.337  -0.214   1.963  -1.421  -0.317
    0.349   1.666  -0.326  -0.608  -1.018   3.745   0.677   1.734
    1.998  -2.270  -0.414  -2.037  -0.695   1.324  -0.339   1.039
   -2.749  -0.196   1.117   1.914   0.388   1.845   0.526   0.536
   -2.566  -2.468  -0.978   0.698   0.168   0.987   2.142  -0.411
   -2.281  -0.451  -0.409   3.085   2.960   1.113   1.608   0.204
   -2.054  -1.111  -1.273   0.081   0.465   0.488   2.599   1.348
   -0.615  -0.027   1.885   0.015   1.454   0.787   1.539   0.292
   -2.463  -0.978  -0.233  -0.394   1.182   0.443   2.643  -0.394
   -0.843   0.494  -0.076   1.421   0.502   0.390   2.500   0.189
   -2.569  -1.708  -0.714   2.410  -0.641   1.303   1.497   0.726
   -1.031   0.377   2.111   0.236   2.287   2.512   1.972   0.944
   -2.230  -0.097   0.307   1.050   1.927   0.337   1.353  -0.414
   -1.687   1.751  -1.261   1.772  -1.217   2.774   3.178   0.314
   -0.759   1.738   0.327   1.922  -1.067   2.237   3.160   2.183
   -2.725  -1.742   0.433  -0.687   0.728   3.727   1.156   1.566
   -3.319  -0.666   0.568  -0.101   1.132   2.769   0.704   0.509
   -1.988  -2.741  -1.479  -1.468  -0.144   4.455   0.904   2.643
   -2.379  -1.508   0.913  -0.362   0.408   3.213   1.148   2.254
   -2.823  -3.250  -1.410   2.317   1.355   1.149   1.456   0.291
   -2.314  -2.270  -0.879   2.580  -0.922   1.167   1.252   1.575
   -0.564  -0.189  -1.563   3.169  -0.832   0.120   2.830  -0.301
   -2.457  -2.006  -0.677   3.872  -0.761   1.417   1.327   0.658
   -3.106  -2.760  -0.304   3.120  -0.235   1.558   1.753   0.397
   -1.275  -1.535  -2.480   1.228   1.208   0.365   2.029   0.254
   -1.988  -3.138  -1.616   2.559  -0.143   0.872   1.638   1.432
   -2.551  -3.297  -1.485   2.875  -0.310   0.923   1.909   0.505
   -2.134  -3.047  -1.475   2.584   0.036   0.941   1.660   0.820
